9,0.6953125,0.41796875,0.765625,0.8046875,0.78125,0.8125,0.8515625,0.83203125,0.87109375,0.84375
109,0.6855469,0.40429688,0.7871094,0.7871094,0.765625,0.8183594,0.8378906,0.8261719,0.8378906,0.8515625
209,0.7005208,0.3997396,0.7682292,0.77213544,0.7552083,0.83463544,0.8359375,0.828125,0.83463544,0.8515625
309,0.71191406,0.3984375,0.76953125,0.7792969,0.7597656,0.83691406,0.8300781,0.83984375,0.8359375,0.85058594
409,0.7140625,0.396875,0.76640624,0.7757813,0.75703126,0.8390625,0.83671874,0.83984375,0.8375,0.8453125
509,0.7239583,0.40234375,0.7688802,0.78059894,0.76497394,0.8470052,0.83463544,0.8411458,0.84244794,0.84440106
609,0.7254464,0.41015625,0.765625,0.7728795,0.76171875,0.8498884,0.8364955,0.83984375,0.84151787,0.84095985
709,0.7207031,0.4111328,0.76220703,0.7709961,0.76220703,0.8457031,0.83203125,0.8364258,0.8354492,0.8378906
809,0.72005206,0.41319445,0.75390625,0.765625,0.75477433,0.8411458,0.8307292,0.83376735,0.83289933,0.8376736
909,0.72382814,0.41367188,0.7511719,0.76523435,0.74960935,0.8359375,0.82539064,0.8296875,0.8324219,0.83515626
1009,0.7212358,0.4119318,0.7535511,0.7631392,0.74857956,0.8338068,0.8227983,0.828125,0.83451706,0.8334517
1109,0.7154948,0.41373697,0.75130206,0.75911456,0.7467448,0.83496094,0.81933594,0.8284505,0.8336589,0.83203125
1209,0.7088341,0.4080529,0.7442909,0.7527043,0.7376803,0.82842547,0.81280047,0.82121396,0.8245192,0.8239183
1309,0.7098214,0.40625,0.7441406,0.750279,0.73716515,0.8295201,0.81584823,0.8219866,0.828125,0.82477677
1409,0.7091146,0.40104166,0.7421875,0.75130206,0.7367188,0.82604164,0.809375,0.81927085,0.8252604,0.82395834
1509,0.7050781,0.39526367,0.7402344,0.7463379,0.7368164,0.8239746,0.8066406,0.8166504,0.8234863,0.8203125
1609,0.7058824,0.39453125,0.73828125,0.7449449,0.7366728,0.8212316,0.8028493,0.81456804,0.8200827,0.8180147
1709,0.6990017,0.3923611,0.7315538,0.734592,0.72764754,0.8096788,0.7960069,0.80533856,0.81488717,0.8105469
1809,0.6965461,0.38877466,0.72738487,0.72759044,0.72491777,0.802426,0.7931743,0.80324835,0.81044406,0.8065378
1909,0.6933594,0.3890625,0.7228516,0.725,0.721875,0.7992188,0.79296875,0.8017578,0.80722654,0.8035156
2009,0.68964845,0.38378906,0.7146484,0.7140625,0.71367186,0.79433596,0.7861328,0.7955078,0.7984375,0.7966797
2109,0.68847656,0.38066405,0.7068359,0.70839846,0.7109375,0.790625,0.78085935,0.79179686,0.79296875,0.7876953
