9,0.24609375,0.25390625,0.2578125,0.28515625,0.2578125,0.2421875,0.23828125,0.24609375,0.25390625,0.2421875
109,0.4453125,0.484375,0.46679688,0.48632812,0.46484375,0.40429688,0.42382812,0.4453125,0.44726562,0.43554688
209,0.54036456,0.5807292,0.5755208,0.578125,0.55338544,0.49739584,0.51692706,0.52994794,0.515625,0.5208333
309,0.6015625,0.6376953,0.6298828,0.6347656,0.60839844,0.56640625,0.5576172,0.5751953,0.55859375,0.5546875
409,0.6382812,0.67578125,0.67109376,0.6703125,0.65546876,0.59375,0.5960938,0.60078126,0.5921875,0.5953125
509,0.6744792,0.7005208,0.69466144,0.6894531,0.6796875,0.6230469,0.61588544,0.62369794,0.62109375,0.6204427
609,0.70033485,0.72098213,0.7176339,0.718192,0.70703125,0.6422991,0.6395089,0.65066963,0.6417411,0.64341515
709,0.72265625,0.73828125,0.72998047,0.73535156,0.72265625,0.64941406,0.65771484,0.65771484,0.64697266,0.6591797
809,0.73828125,0.75043404,0.7456597,0.74869794,0.73307294,0.6640625,0.671875,0.6675347,0.6623264,0.6692708
909,0.7488281,0.7636719,0.759375,0.75742185,0.74375,0.6730469,0.6796875,0.68125,0.6761719,0.6832031
1009,0.75923294,0.7723722,0.76953125,0.7698864,0.7556818,0.68678975,0.6931818,0.68927556,0.6832386,0.69140625
1109,0.7679036,0.78027344,0.7796224,0.7766927,0.7652995,0.6998698,0.69954425,0.69401044,0.6927083,0.7011719
1209,0.77584136,0.79146636,0.7875601,0.7827524,0.7746394,0.7076322,0.70492786,0.7010216,0.70222354,0.71003604
1309,0.78125,0.796038,0.79352677,0.7879464,0.78376114,0.71595985,0.7089844,0.7047991,0.70675224,0.718192
1409,0.78697914,0.8023437,0.8020833,0.7908854,0.790625,0.7203125,0.7140625,0.7085937,0.71484375,0.7216146
1509,0.7937012,0.8083496,0.8088379,0.79663086,0.7961426,0.7272949,0.72094727,0.71240234,0.71850586,0.7246094
1609,0.79894304,0.81089157,0.8131893,0.8019301,0.8003217,0.7318474,0.72449446,0.7164522,0.7219669,0.72954965
1709,0.8062066,0.81467015,0.81814235,0.80512154,0.8049045,0.7369792,0.73133683,0.71940106,0.7248264,0.73328996
1809,0.81167763,0.8199013,0.8233964,0.8096217,0.8102385,0.74136513,0.73519737,0.72491777,0.7290296,0.73540294
1909,0.815625,0.82246095,0.8257812,0.81503904,0.8154297,0.74492186,0.7380859,0.7277344,0.7345703,0.7402344
2009,0.8486328,0.8546875,0.8556641,0.8460938,0.8466797,0.7722656,0.7679688,0.75566405,0.76171875,0.7671875
2109,0.8617188,0.8625,0.8660156,0.8558594,0.85839844,0.7847656,0.7775391,0.7625,0.7693359,0.77382815
2209,0.86992186,0.86796874,0.8708984,0.86191404,0.86640626,0.7910156,0.78085935,0.7673828,0.7751953,0.7777344
2309,0.8761719,0.87167966,0.8767578,0.86464846,0.8732422,0.79375,0.7878906,0.76894534,0.78398436,0.78574216
2409,0.88242185,0.87539065,0.88125,0.8685547,0.8751953,0.80019534,0.79003906,0.7763672,0.7853516,0.7890625
2509,0.8839844,0.88027346,0.88554686,0.8738281,0.8785156,0.8029297,0.79589844,0.78027344,0.7859375,0.7919922
2609,0.8871094,0.8841797,0.8871094,0.87421876,0.8791016,0.8083984,0.79648435,0.78085935,0.78808594,0.7931641
2709,0.8875,0.8863281,0.8912109,0.8773438,0.88203126,0.81464845,0.79785156,0.7828125,0.7931641,0.79433596
2809,0.8904297,0.8894531,0.8949219,0.8791016,0.88535154,0.81464845,0.80078125,0.78457034,0.7949219,0.79472655
2909,0.8943359,0.8904297,0.89570314,0.88242185,0.8871094,0.81933594,0.8048828,0.78515625,0.7939453,0.796875
3009,0.8966797,0.89394534,0.8970703,0.8816406,0.8890625,0.81933594,0.8041016,0.7884766,0.79609376,0.79902345
3109,0.8986328,0.89589846,0.8978516,0.8839844,0.89160156,0.8191406,0.80683595,0.79121095,0.7992188,0.80078125
3209,0.9,0.89511716,0.8984375,0.88730466,0.8935547,0.8208984,0.8107422,0.79414064,0.7986328,0.80214846
3309,0.9042969,0.896875,0.9003906,0.8894531,0.8935547,0.8214844,0.8148438,0.796875,0.79941404,0.8017578
3409,0.90546876,0.89628905,0.89941406,0.89453125,0.89316404,0.8234375,0.81640625,0.8003906,0.7980469,0.80546874
3509,0.90585935,0.8960937,0.9,0.8955078,0.89316404,0.8214844,0.8173828,0.8033203,0.7992188,0.8078125
3609,0.90664065,0.8978516,0.90117186,0.8960937,0.89394534,0.8232422,0.8173828,0.8046875,0.80136716,0.8048828
3709,0.9056641,0.8990234,0.9013672,0.8982422,0.8949219,0.82246095,0.8171875,0.8052734,0.80371094,0.8064453
3809,0.90703124,0.89804685,0.9013672,0.9003906,0.8955078,0.821875,0.8203125,0.8066406,0.80136716,0.80859375
3909,0.90957034,0.89921874,0.9025391,0.89882815,0.8960937,0.8214844,0.82128906,0.8076172,0.8,0.8060547
4009,0.90839845,0.8984375,0.9056641,0.8986328,0.8986328,0.82285154,0.8216797,0.81035155,0.8011719,0.809375
4109,0.9060547,0.9007813,0.90703124,0.89882815,0.8996094,0.8234375,0.8234375,0.81347656,0.8015625,0.8119141
4209,0.9078125,0.9007813,0.9080078,0.9001953,0.8996094,0.82421875,0.82539064,0.8142578,0.80429685,0.81210935
4309,0.9076172,0.9013672,0.9080078,0.9015625,0.89941406,0.8220703,0.8261719,0.8205078,0.8029297,0.81347656
4409,0.90878904,0.903125,0.90664065,0.903125,0.89921874,0.8244141,0.82773435,0.81777346,0.8044922,0.8138672
4509,0.90839845,0.9007813,0.9068359,0.9042969,0.9015625,0.825,0.8265625,0.8166016,0.8066406,0.8154297
